		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 		Wind	Wind	ISS 	Arc.
01/09/20	0:55	9.9	9.9	9.9	75	5.7	0.0	E	0.00	1.6	E	9.9	9.8	9.8	8.3	1028.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	19.1	34	2.8	17.3	0.00	110	1	96.5	5
01/09/20	1:00	9.9	9.9	9.9	75	5.7	0.0	ESE	0.00	1.6	ESE	9.9	9.8	9.8	8.3	1028.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	19.1	34	2.8	17.3	0.03	113	1	99.1	5
01/09/20	1:05	9.9	9.9	9.9	73	5.3	1.6	SE	0.13	9.7	SE	9.9	9.7	9.7	8.2	1028.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	19.1	35	3.2	17.3	0.00	109	1	95.6	5
01/09/20	1:10	9.9	9.9	9.9	72	5.1	1.6	SE	0.13	6.4	SE	9.9	9.7	9.7	8.2	1028.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	19.1	35	3.2	17.3	0.00	109	1	95.6	5
01/09/20	1:15	9.9	9.9	9.9	72	5.1	1.6	SE	0.13	8.0	SE	9.9	9.8	9.8	8.3	1027.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	19.1	35	3.2	17.3	0.00	110	1	96.5	5
01/09/20	1:20	9.9	9.9	9.9	72	5.1	3.2	SE	0.27	8.0	SE	9.9	9.8	9.8	8.3	1027.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	19.1	35	3.2	17.3	0.00	105	1	92.1	5
01/09/20	1:25	10.1	10.1	9.9	73	5.4	3.2	SE	0.27	16.1	SSE	10.1	9.9	9.9	8.4	1027.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	19.1	35	3.2	17.3	0.00	108	1	94.7	5
01/09/20	1:30	10.1	10.1	10.1	73	5.4	1.6	SE	0.13	16.1	S	10.1	9.9	9.9	8.4	1027.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	19.0	35	3.2	17.3	0.00	109	1	95.6	5
01/09/20	1:35	10.1	10.1	10.1	73	5.4	1.6	SE	0.13	8.0	SE	10.1	9.9	9.9	8.4	1027.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	19.0	35	3.2	17.3	0.00	108	1	94.7	5
01/09/20	1:40	10.1	10.1	10.1	74	5.6	0.0	SE	0.00	4.8	SE	10.1	9.9	9.9	8.4	1027.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	19.0	35	3.2	17.3	0.00	108	1	94.7	5
01/09/20	1:45	9.9	10.1	9.9	73	5.3	1.6	SE	0.13	6.4	SE	9.9	9.8	9.8	8.3	1027.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	19.0	35	3.2	17.3	0.00	107	1	93.9	5
01/09/20	1:50	9.9	9.9	9.9	73	5.3	1.6	SE	0.13	6.4	SE	9.9	9.8	9.8	8.3	1027.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	19.0	35	3.2	17.3	0.00	107	1	93.9	5
01/09/20	1:55	9.9	9.9	9.9	72	5.1	0.0	SE	0.00	6.4	SE	9.9	9.8	9.8	8.3	1027.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	19.0	35	3.2	17.3	0.00	106	1	93.0	5
01/09/20	2:00	9.9	9.9	9.9	72	5.1	0.0	SE	0.00	3.2	SE	9.9	9.8	9.8	8.3	1027.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	19.0	35	3.2	17.3	0.03	107	1	93.9	5
01/09/20	2:05	9.9	9.9	9.9	71	4.9	1.6	SE	0.13	8.0	SSE	9.9	9.7	9.7	8.2	1027.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	19.0	35	3.2	17.3	0.00	109	1	95.6	5
01/09/20	2:10	9.9	9.9	9.9	70	4.7	1.6	SE	0.13	9.7	SE	9.9	9.7	9.7	8.1	1027.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	19.0	35	3.2	17.3	0.00	112	1	98.2	5
01/09/20	2:15	9.9	9.9	9.9	69	4.5	1.6	SE	0.13	16.1	SE	9.9	9.7	9.7	8.1	1027.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	18.9	35	3.1	17.2	0.00	107	1	93.9	5
01/09/20	2:20	9.9	9.9	9.9	69	4.5	1.6	SE	0.13	6.4	SSE	9.9	9.7	9.7	8.1	1027.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	18.9	35	3.1	17.2	0.00	109	1	95.6	5
01/09/20	2:25	9.9	9.9	9.9	69	4.5	3.2	SE	0.27	14.5	SE	9.9	9.7	9.7	8.1	1027.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	18.9	35	3.1	17.2	0.00	107	1	93.9	5
01/09/20	2:30	9.9	9.9	9.9	69	4.5	3.2	SE	0.27	11.3	SE	9.9	9.7	9.7	8.1	1027.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	18.9	35	3.1	17.2	0.00	105	1	92.1	5
01/09/20	2:35	9.8	9.8	9.8	69	4.4	3.2	SE	0.27	17.7	SE	9.8	9.6	9.6	8.0	1027.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	18.9	35	3.1	17.2	0.00	107	1	93.9	5
01/09/20	2:40	9.8	9.8	9.8	69	4.4	3.2	SE	0.27	17.7	SE	9.8	9.6	9.6	8.0	1027.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	18.9	35	3.1	17.2	0.00	108	1	94.7	5
01/09/20	2:45	9.8	9.8	9.8	69	4.4	4.8	SE	0.40	20.9	SSE	9.6	9.6	9.3	7.8	1027.4	0.25	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	18.9	35	3.1	17.2	0.00	108	1	94.7	5
01/09/20	2:50	9.9	9.9	9.8	70	4.7	1.6	SE	0.13	8.0	SE	9.9	9.7	9.7	8.1	1027.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	18.9	35	3.1	17.2	0.00	108	1	94.7	5
01/09/20	2:55	9.9	9.9	9.9	70	4.7	3.2	SE	0.27	14.5	SE	9.9	9.7	9.7	8.1	1027.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	18.8	35	3.0	17.1	0.00	108	1	94.7	5
01/09/20	3:00	9.9	9.9	9.9	70	4.7	1.6	SE	0.13	9.7	SE	9.9	9.7	9.7	8.1	1027.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	18.8	35	3.0	17.1	0.03	111	1	97.4	5
01/09/20	3:05	9.8	9.9	9.8	70	4.6	1.6	SE	0.13	11.3	ESE	9.8	9.6	9.6	8.0	1027.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	18.8	35	3.0	17.1	0.00	109	1	95.6	5
01/09/20	3:10	9.8	9.8	9.8	71	4.8	1.6	SE	0.13	8.0	ESE	9.8	9.6	9.6	8.0	1027.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	18.8	35	3.0	17.1	0.00	111	1	97.4	5
01/09/20	3:15	9.8	9.8	9.8	72	5.0	1.6	SE	0.13	14.5	SE	9.8	9.6	9.6	8.1	1027.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	18.8	35	3.0	17.1	0.00	110	1	96.5	5
01/09/20	3:20	9.7	9.8	9.7	72	4.9	4.8	SE	0.40	17.7	ESE	9.5	9.6	9.3	7.8	1027.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	18.8	35	3.0	17.1	0.00	109	1	95.6	5
01/09/20	3:25	9.7	9.7	9.7	72	4.9	1.6	SE	0.13	12.9	SE	9.7	9.5	9.5	7.9	1027.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	18.8	35	3.0	17.1	0.00	103	1	90.4	5
01/09/20	3:30	9.7	9.7	9.7	73	5.1	1.6	SE	0.13	16.1	SSE	9.7	9.5	9.5	8.0	1027.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	18.8	35	3.0	17.1	0.00	110	1	96.5	5
01/09/20	3:35	9.7	9.7	9.7	73	5.1	3.2	SE	0.27	19.3	SE	9.7	9.5	9.5	8.0	1027.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	18.7	35	2.9	17.0	0.00	110	1	96.5	5
01/09/20	3:40	9.7	9.7	9.7	73	5.1	3.2	SE	0.27	16.1	SE	9.7	9.5	9.5	8.0	1027.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	18.7	35	2.9	17.0	0.00	109	1	95.6	5
01/09/20	3:45	9.6	9.7	9.6	74	5.1	3.2	SE	0.27	22.5	SE	9.6	9.4	9.4	7.9	1027.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	18.7	35	2.9	17.0	0.00	112	1	98.2	5
01/09/20	3:50	9.5	9.6	9.5	74	5.1	3.2	SE	0.27	19.3	SE	9.5	9.3	9.3	7.8	1027.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	18.7	35	2.9	17.0	0.00	108	1	94.7	5
01/09/20	3:55	9.5	9.5	9.5	75	5.3	1.6	SE	0.13	9.7	SE	9.5	9.3	9.3	7.8	1027.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	18.7	36	3.3	17.1	0.00	109	1	95.6	5
01/09/20	4:00	9.4	9.5	9.4	75	5.2	3.2	SE	0.27	11.3	SE	9.4	9.2	9.2	7.7	1027.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	18.7	36	3.3	17.1	0.03	114	1	100.0	5
01/09/20	4:05	9.3	9.4	9.3	76	5.3	1.6	SE	0.13	9.7	SE	9.3	9.2	9.2	7.7	1027.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	18.7	36	3.3	17.1	0.00	113	1	99.1	5
01/09/20	4:10	9.3	9.3	9.3	77	5.5	3.2	SE	0.27	16.1	SE	9.3	9.2	9.2	7.7	1027.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	18.7	36	3.3	17.1	0.00	110	1	96.5	5
01/09/20	4:15	9.2	9.3	9.2	77	5.4	3.2	SE	0.27	16.1	SE	9.2	9.1	9.1	7.6	1027.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	18.7	36	3.3	17.1	0.00	107	1	93.9	5
01/09/20	4:20	9.2	9.2	9.2	78	5.5	3.2	SE	0.27	14.5	SE	9.2	9.1	9.1	7.6	1027.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	18.7	36	3.3	17.1	0.00	111	1	97.4	5
01/09/20	4:25	9.2	9.2	9.2	78	5.5	4.8	SE	0.40	22.5	SE	8.9	9.1	8.8	7.3	1027.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	18.6	36	3.2	16.9	0.00	111	1	97.4	5
01/09/20	4:30	9.1	9.2	9.1	79	5.6	3.2	SE	0.27	22.5	SE	9.1	9.0	9.0	7.5	1027.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	18.6	36	3.2	16.9	0.00	109	1	95.6	5
01/09/20	4:35	9.1	9.1	9.1	79	5.6	1.6	SE	0.13	16.1	SE	9.1	9.0	9.0	7.5	1027.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	18.6	36	3.2	16.9	0.00	110	1	96.5	5
01/09/20	4:40	9.0	9.1	9.0	79	5.6	3.2	SE	0.27	16.1	SE	9.0	8.9	8.9	7.4	1027.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	18.6	36	3.2	16.9	0.00	107	1	93.9	5
01/09/20	4:45	9.0	9.0	9.0	79	5.6	1.6	SE	0.13	16.1	ESE	9.0	8.9	8.9	7.4	1027.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	18.6	36	3.2	16.9	0.00	112	1	98.2	5
01/09/20	4:50	9.0	9.0	9.0	79	5.6	4.8	SE	0.40	17.7	SE	8.7	8.9	8.6	7.1	1027.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	18.6	36	3.2	16.9	0.00	106	1	93.0	5
01/09/20	4:55	8.9	9.0	8.9	79	5.4	3.2	SE	0.27	17.7	SE	8.9	8.8	8.8	7.3	1027.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.033	0.000	18.6	36	3.2	16.9	0.00	107	1	93.9	5
01/09/20	5:00	8.9	8.9	8.9	80	5.6	3.2	SE	0.27	19.3	SE	8.9	8.8	8.8	7.3	1027.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.033	0.000	18.6	36	3.2	16.9	0.03	111	1	97.4	5
01/09/20	5:05	8.8	8.9	8.8	80	5.6	4.8	SE	0.40	17.7	SE	8.5	8.8	8.4	6.9	1027.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.033	0.000	18.6	36	3.2	16.9	0.00	108	1	94.7	5
01/09/20	5:10	8.7	8.8	8.7	80	5.5	4.8	SE	0.40	16.1	ESE	8.4	8.7	8.3	6.8	1027.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.033	0.000	18.6	36	3.2	16.9	0.00	110	1	96.5	5
01/09/20	5:15	8.7	8.8	8.7	81	5.6	6.4	SE	0.54	19.3	SE	7.9	8.7	7.8	6.3	1027.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.033	0.000	18.6	36	3.2	16.9	0.00	110	1	96.5	5
01/09/20	5:20	8.7	8.7	8.7	81	5.6	4.8	SE	0.40	19.3	SE	8.4	8.7	8.3	6.8	1027.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.033	0.000	18.6	36	3.2	16.9	0.00	107	1	93.9	5
01/09/20	5:25	8.7	8.7	8.7	81	5.6	3.2	SE	0.27	20.9	SE	8.7	8.7	8.7	7.2	1027.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.033	0.000	18.6	36	3.2	16.9	0.00	106	1	93.0	5
01/09/20	5:30	8.7	8.7	8.7	81	5.6	3.2	SE	0.27	14.5	SE	8.7	8.7	8.7	7.2	1027.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.033	0.000	18.6	36	3.2	16.9	0.00	108	1	94.7	5
01/09/20	5:35	8.7	8.7	8.7	81	5.6	4.8	SE	0.40	19.3	SE	8.3	8.6	8.3	6.8	1027.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.034	0.000	18.6	36	3.2	16.9	0.00	109	1	95.6	5
01/09/20	5:40	8.7	8.7	8.7	80	5.4	3.2	SE	0.27	19.3	SSE	8.7	8.6	8.6	7.1	1027.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.034	0.000	18.6	36	3.2	16.9	0.00	110	1	96.5	5
01/09/20	5:45	8.6	8.7	8.6	80	5.3	1.6	ESE	0.13	16.1	ESE	8.6	8.4	8.4	6.9	1028.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.034	0.000	18.4	36	3.1	16.7	0.00	107	1	93.9	5
01/09/20	5:50	8.6	8.6	8.6	80	5.3	1.6	SE	0.13	11.3	SE	8.6	8.4	8.4	6.9	1028.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.034	0.000	18.4	36	3.1	16.7	0.00	109	1	95.6	5
01/09/20	5:55	8.6	8.6	8.6	80	5.3	3.2	SE	0.27	16.1	SE	8.6	8.4	8.4	6.9	1028.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.034	0.000	18.4	36	3.1	16.7	0.00	106	1	93.0	5
01/09/20	6:00	8.5	8.6	8.5	79	5.1	3.2	ESE	0.27	19.3	SE	8.5	8.4	8.4	6.9	1028.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.034	0.000	18.4	36	3.1	16.7	0.03	111	1	97.4	5
01/09/20	6:05	8.5	8.5	8.5	79	5.1	1.6	ESE	0.13	9.7	E	8.5	8.4	8.4	6.9	1028.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.034	0.000	18.4	36	3.1	16.7	0.00	110	1	96.5	5
01/09/20	6:10	8.5	8.5	8.5	79	5.1	1.6	ESE	0.13	9.7	ESE	8.5	8.4	8.4	6.9	1028.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.034	0.000	18.4	36	3.1	16.7	0.00	108	1	94.7	5
01/09/20	6:15	8.5	8.5	8.4	79	5.1	3.2	ESE	0.27	11.3	SE	8.5	8.4	8.4	6.9	1028.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.034	0.000	18.4	36	3.1	16.7	0.00	109	1	95.6	5
01/09/20	6:20	8.4	8.5	8.4	78	4.8	1.6	ESE	0.13	16.1	ESE	8.4	8.3	8.3	6.7	1028.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	18.4	36	3.1	16.7	0.00	110	1	96.5	5
01/09/20	6:25	8.4	8.4	8.4	78	4.8	1.6	ESE	0.13	11.3	ESE	8.4	8.3	8.3	6.7	1028.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	18.4	36	3.1	16.7	0.00	107	1	93.9	5
01/09/20	6:30	8.4	8.4	8.4	78	4.8	1.6	ESE	0.13	9.7	ESE	8.4	8.3	8.3	6.7	1028.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	18.3	36	3.0	16.6	0.00	109	1	95.6	5
01/09/20	6:35	8.4	8.4	8.4	79	5.0	1.6	SE	0.13	9.7	ESE	8.4	8.3	8.3	6.7	1028.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	18.3	36	3.0	16.6	0.00	109	1	95.6	5
01/09/20	6:40	8.4	8.4	8.4	79	5.0	1.6	ESE	0.13	16.1	ESE	8.4	8.3	8.3	6.7	1028.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	18.3	36	3.0	16.6	0.00	108	1	94.7	5
01/09/20	6:45	8.3	8.4	8.3	79	4.9	1.6	SE	0.13	16.1	SE	8.3	8.2	8.2	6.7	1029.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	18.3	36	3.0	16.6	0.00	107	1	93.9	5
01/09/20	6:50	8.3	8.3	8.3	79	4.9	1.6	SE	0.13	6.4	SE	8.3	8.2	8.2	6.7	1029.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	18.3	36	3.0	16.6	0.00	111	1	97.4	5
01/09/20	6:55	8.3	8.3	8.3	79	4.9	3.2	SE	0.27	9.7	SE	8.3	8.2	8.2	6.7	1029.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	18.3	37	3.4	16.7	0.00	107	1	93.9	5
01/09/20	7:00	8.2	8.3	8.2	79	4.8	3.2	SE	0.27	19.3	SSE	8.2	8.1	8.1	6.6	1029.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	18.3	37	3.4	16.7	0.03	105	1	92.1	5
01/09/20	7:05	8.2	8.2	8.2	79	4.8	6.4	SE	0.54	24.1	SSE	7.3	8.1	7.2	5.7	1029.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	18.3	37	3.3	16.6	0.00	108	1	94.7	5
01/09/20	7:10	8.2	8.2	8.2	79	4.7	3.2	SE	0.27	22.5	SE	8.2	8.1	8.1	6.5	1029.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	18.3	37	3.3	16.6	0.00	104	1	91.2	5
01/09/20	7:15	8.2	8.2	8.2	78	4.6	3.2	SE	0.27	16.1	SE	8.2	8.1	8.1	6.6	1029.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	18.3	37	3.3	16.6	0.00	107	1	93.9	5
01/09/20	7:20	8.2	8.2	8.2	78	4.6	3.2	SE	0.27	11.3	ESE	8.2	8.0	8.0	6.4	1029.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	18.3	37	3.3	16.6	0.00	108	1	94.7	5
01/09/20	7:25	8.2	8.2	8.2	78	4.6	3.2	SE	0.27	17.7	SE	8.2	8.0	8.0	6.6	1029.2	0.00	0.0	5	0.04	5	0.0	0.00	0.0	0.035	0.000	18.3	37	3.3	16.6	0.00	108	1	94.7	5
01/09/20	7:30	8.2	8.2	8.2	79	4.8	1.6	SE	0.13	6.4	SE	8.2	8.1	8.1	6.7	1028.9	0.00	0.0	8	0.06	9	0.0	0.00	0.0	0.035	0.000	18.3	37	3.3	16.6	0.00	107	1	93.9	5
01/09/20	7:35	8.2	8.2	8.2	78	4.6	3.2	SE	0.27	14.5	SE	8.2	8.0	8.0	6.6	1028.9	0.00	0.0	10	0.07	12	0.0	0.00	0.0	0.035	0.000	18.3	37	3.3	16.6	0.00	106	1	93.0	5
01/09/20	7:40	8.2	8.2	8.2	79	4.7	1.6	SE	0.13	19.3	SE	8.2	8.1	8.1	6.7	1028.9	0.00	0.0	14	0.10	14	0.0	0.00	0.0	0.035	0.000	18.2	37	3.2	16.5	0.00	109	1	95.6	5
01/09/20	7:45	8.1	8.2	8.1	78	4.4	6.4	SE	0.54	20.9	SSE	7.1	7.9	6.9	5.6	1028.8	0.00	0.0	14	0.10	16	0.0	0.00	0.0	0.036	0.000	18.2	37	3.2	16.5	0.00	108	1	94.7	5
01/09/20	7:50	8.1	8.1	8.1	78	4.4	4.8	SE	0.40	14.5	SE	7.7	7.9	7.5	6.2	1028.8	0.00	0.0	18	0.13	18	0.0	0.00	0.0	0.036	0.000	18.2	37	3.2	16.5	0.00	105	1	92.1	5
01/09/20	7:55	8.1	8.1	8.1	78	4.4	3.2	SE	0.27	16.1	ESE	8.1	7.9	7.9	6.6	1028.8	0.00	0.0	18	0.13	19	0.0	0.00	0.0	0.036	0.000	18.2	37	3.2	16.5	0.00	106	1	93.0	5
01/09/20	8:00	8.1	8.1	8.1	78	4.4	3.2	SE	0.27	16.1	SE	8.1	7.9	7.9	6.6	1028.8	0.00	0.0	19	0.14	21	0.0	0.00	0.0	0.036	0.000	18.2	37	3.2	16.5	0.03	106	1	93.0	5
01/09/20	8:05	8.1	8.1	8.1	79	4.6	3.2	SE	0.27	17.7	SE	8.1	7.9	7.9	6.8	1028.8	0.00	0.0	26	0.19	30	0.0	0.00	0.0	0.036	0.000	18.2	37	3.2	16.5	0.00	113	1	99.1	5
01/09/20	8:10	8.1	8.1	8.1	78	4.4	4.8	SE	0.40	16.1	SE	7.7	7.9	7.5	6.4	1028.8	0.00	0.0	32	0.23	32	0.0	0.00	0.0	0.036	0.000	18.2	37	3.2	16.5	0.00	109	1	95.6	5
01/09/20	8:15	8.1	8.1	8.1	78	4.4	4.8	SE	0.40	19.3	SE	7.7	7.9	7.5	6.4	1028.9	0.00	0.0	31	0.22	32	0.0	0.00	0.0	0.036	0.000	18.1	37	3.2	16.4	0.00	112	1	98.2	5
01/09/20	8:20	8.1	8.1	8.1	78	4.4	6.4	SE	0.54	22.5	SE	7.1	7.9	6.9	5.9	1028.9	0.00	0.0	39	0.28	42	0.0	0.00	0.0	0.036	0.000	18.1	37	3.2	16.4	0.00	107	1	93.9	5
01/09/20	8:25	8.1	8.1	8.1	78	4.4	3.2	SE	0.27	16.1	SSE	8.1	7.9	7.9	6.9	1028.9	0.00	0.0	41	0.29	42	0.0	0.00	0.0	0.036	0.000	18.1	37	3.2	16.4	0.00	107	1	93.9	5
01/09/20	8:30	8.2	8.2	8.1	78	4.6	1.6	SE	0.13	17.7	SE	8.2	8.0	8.0	7.9	1028.9	0.00	0.0	43	0.31	47	0.0	0.00	0.0	0.035	0.000	18.1	37	3.2	16.4	0.00	109	1	95.6	5
01/09/20	8:35	8.2	8.2	8.1	78	4.6	4.8	SE	0.40	22.5	SE	7.8	8.0	7.6	7.6	1028.9	0.00	0.0	44	0.32	47	0.0	0.00	0.0	0.035	0.000	18.1	37	3.2	16.4	0.00	107	1	93.9	5
